Id,SalePrice
1461,130435.36969534072
1462,157706.89729367255
1463,176957.3643606706
1464,182917.44795596678
1465,197707.5325508961
1466,181513.92376260238
1467,165894.24819020036
1468,173518.35307553006
1469,177169.53857415952
1470,124220.09846516793
1471,199756.6579293721
1472,91494.52029655466
1473,94355.8978221083
1474,152541.0888125781
1475,152487.70169007182
1476,353015.21158546844
1477,260504.71100112936
1478,309937.5543549496
1479,289977.6585119582
1480,460300.5191600291
1481,302175.5876077253
1482,207695.02188643167
1483,179996.34818980453
1484,176305.00654141602
1485,168877.84324579162
1486,202101.44863379886
1487,318418.31354198087
1488,241584.98709628507
1489,202620.5963281268
1490,193738.8344193857
1491,197610.263722376
1492,107482.27514708096
1493,180598.86816023226
1494,306468.71703601495
1495,288324.19742163
1496,219755.47392091146
1497,198140.52164680586
1498,152555.01783819147
1499,150533.78842311387
1500,154846.27688744784
1501,172182.0076586112
1502,160770.59376763235
1503,296824.69567257003
1504,221742.9795755844
1505,212007.32835059904
1506,177154.82411329902
1507,203569.7787472336
1508,198179.76374166424
1509,169893.65905323852
1510,157014.1292709679
1511,156256.59087239826
1512,174925.470383705
1513,130422.38386169981
1514,159604.7085092575
1515,167284.54570048914
1516,155418.51300271566
1517,149255.10193308047
1518,131526.09063689187
1519,217095.46421005338
1520,139458.07648378928
1521,149466.99280265946
1522,152113.70736262997
1523,112867.15378617636
1524,125827.49117742655
1525,132748.8312209816
1526,137713.978900386
1527,108152.993458704
1528,127029.28625113847
1529,144751.39463142713
1530,167104.4948123844
1531,105195.74409200797
1532,112983.25659558852
1533,135733.81842202105
1534,122128.39239502724
1535,152846.3617519617
1536,121754.95770436894
1537,76220.73484297971
1538,183306.13847786805
1539,197945.37333781357
1540,102850.50138634854
1541,153668.54662705623
1542,136882.3056049521
1543,204421.719248746
1544,86652.36009241195
1545,97521.23268651782
1546,111210.31399820125
1547,136690.59583068444
1548,129827.87684132173
1549,116533.2728290312
1550,131255.41256735884
1551,120069.53717246416
1552,117748.57324847038
1553,147111.91139135286
1554,117118.24277525135
1555,166937.3030142175
1556,90989.02944934872
1557,129875.70186884634
1558,93169.82368323229
1559,97104.56953792193
1560,138586.12620730436
1561,137569.13679517776
1562,124292.92577868993
1563,123254.77630945276
1564,166007.63418894267
1565,143888.7381933516
1566,214012.56230651366
1567,82918.00397093849
1568,228893.27303258766
1569,140323.3673358741
1570,122424.42950436339
1571,119373.72303588162
1572,148656.94202527186
1573,246444.26296617824
1574,104576.04521929382
1575,209231.63816300163
1576,219743.6483996777
1577,200244.97093242707
1578,143985.1561948559
1579,143471.89441197625
1580,195710.90461519937
1581,138856.51182749937
1582,127188.5614156713
1583,335486.50616139686
1584,244345.26557603752
1585,144726.50444045442
1586,80127.42913671205
1587,97376.23793903523
1588,151226.30196345577
1589,112615.0880443037
1590,131577.84544381106
1591,105301.9025802304
1592,126459.34998066584
1593,115378.65545477753
1594,119980.87221772507
1595,100496.70223961581
1596,234031.44704203526
1597,184117.60359706782
1598,188860.28182168142
1599,205736.69327897902
1600,193833.37139665472
1601,67054.24912547618
1602,110970.09409536005
1603,100393.79264984265
1604,271499.2470588141
1605,247442.84415416766
1606,165102.98582025533
1607,163177.62254324259
1608,201075.35646009017
1609,192864.20029868837
1610,158510.5120980263
1611,148426.84144176604
1612,169375.25354390737
1613,151351.68863382703
1614,125678.47053849635
1615,80328.09966214358
1616,75502.1644330272
1617,86216.04549036949
1618,126889.1882425597
1619,129204.901424788
1620,130015.2925573998
1621,129012.36641390873
1622,150771.85438788947
1623,290697.06470891094
1624,220029.37192904012
1625,130788.58709949766
1626,174186.14585041674
1627,187853.36371670407
1628,276757.07409496396
1629,176526.58214740036
1630,347914.7907610994
1631,216382.55535572214
1632,257520.4122638521
1633,166958.83619314033
1634,180455.7625582458
1635,181445.76597938954
1636,153656.8157329106
1637,162816.4320946037
1638,207968.77453060882
1639,175107.0201636111
1640,273959.9270909595
1641,183974.5311695293
1642,214576.93701148883
1643,224175.7209801792
1644,224683.56488081018
1645,175174.86235323496
1646,154192.58510906104
1647,168797.67626311362
1648,142380.22704848688
1649,135893.51259624137
1650,120313.24095104405
1651,119269.29966937148
1652,90728.94521532122
1653,95616.44625800595
1654,154811.78994235297
1655,161482.38656108582
1656,146013.26330460966
1657,145768.63342220616
1658,154864.28495876642
1659,156193.7169971854
1660,147055.97206785952
1661,437668.9073330712
1662,384150.919683569
1663,376974.7022464414
1664,483198.89478790254
1665,312247.5446411215
1666,350815.54855404556
1667,339039.4362857505
1668,327871.5399126865
1669,298411.26963032194
1670,359726.1331983543
1671,260738.10515357187
1672,457546.5013351035
1673,296209.63615897467
1674,249350.3312344047
1675,183023.5254671694
1676,181748.7774401329
1677,206728.49801921332
1678,489027.00399375556
1679,404224.09894072614
1680,309740.0132784466
1681,255932.196893988
1682,311628.9674656262
1683,188171.31006266136
1684,166290.4151965856
1685,171759.47069359804
1686,168128.84482342022
1687,165091.60417438045
1688,193343.86877297732
1689,192589.10750557168
1690,185430.2893710017
1691,175023.78807295233
1692,269517.0847727058
1693,168518.03584874913
1694,181639.70844121277
1695,164097.83048042073
1696,276526.3922601511
1697,165340.54979569584
1698,332538.7691223507
1699,325958.34396270005
1700,241746.74063943274
1701,254494.84175121714
1702,258491.52025435853
1703,255641.6786995515
1704,306347.05120123725
1705,241684.14478626047
1706,438328.8706566622
1707,206536.40599544253
1708,203477.68987961323
1709,266931.53940578486
1710,221580.7594622684
1711,263080.4740810845
1712,255621.8529458421
1713,249219.68744599776
1714,222179.8412665885
1715,195560.10870268315
1716,174213.2341015432
1717,159766.19082395453
1718,132774.42605243932
1719,206096.2457818559
1720,254646.06908259264
1721,166413.61740269
1722,125123.89561395712
1723,155987.13840702383
1724,206646.47619423125
1725,246630.8273160953
1726,189196.98064032962
1727,175574.15377355964
1728,181838.40226912723
1729,165813.17947419008
1730,136882.32848929852
1731,119691.09223185875
1732,130739.5578074749
1733,115886.0396190183
1734,132053.9163266901
1735,133877.22920267555
1736,116574.17106603282
1737,340025.43490975106
1738,214291.50430552184
1739,288158.7745518278
1740,186248.68405785674
1741,177439.48707526305
1742,171137.67117953562
1743,170324.6748363989
1744,299544.2024369821
1745,225763.46000652626
1746,220266.5571326502
1747,204503.3747368638
1748,194457.51654909583
1749,160922.26972579284
1750,146267.44927126984
1751,240230.52237702938
1752,127173.08530750855
1753,137321.1784389167
1754,211934.31621211208
1755,174069.47306405226
1756,121109.858602743
1757,122159.4570955346
1758,146397.72049841375
1759,162074.67795508832
1760,169425.7874978547
1761,149245.419841234
1762,167702.92605990602
1763,164222.8034917033
1764,115276.96933641625
1765,160675.29412235768
1766,170483.75198599527
1767,181268.98429840684
1768,143648.33582509388
1769,176835.05596629012
1770,140114.55282716252
1771,140458.78132298327
1772,136209.4436437115
1773,132136.4774140209
1774,129936.81729346376
1775,129776.6546135198
1776,119278.69016155499
1777,116483.02768051472
1778,129000.93880514136
1779,118565.11186231769
1780,179512.6535903747
1781,138754.968469318
1782,94654.74953478851
1783,130352.92640699013
1784,101895.29219558579
1785,115715.07011378318
1786,119175.65720275242
1787,157854.5581622487
1788,61404.56013406153
1789,112083.5834943481
1790,84988.96296696829
1791,170698.20014569332
1792,151385.26758573222
1793,139425.66744391917
1794,140136.03477428036
1795,138028.45273968292
1796,119739.09927175651
1797,116843.30763880168
1798,120976.43244387294
1799,111342.98885001788
1800,123100.40797574766
1801,122062.67994122143
1802,149636.75109016872
1803,147884.9689080556
1804,140514.7390268465
1805,136264.05604063298
1806,127560.75670645344
1807,142144.57497324972
1808,124143.53045775286
1809,122004.9872700015
1810,132122.0902418224
1811,110293.50655458696
1812,115506.75229785903
1813,120744.69724919238
1814,95874.65839330069
1815,62002.20432427809
1816,98637.41072339615
1817,113155.62582510216
1818,138866.40105420645
1819,112311.23766624295
1820,67830.77256561544
1821,122490.13694918322
1822,150476.0468326211
1823,73495.42245793114
1824,130210.879157014
1825,117574.49703807532
1826,104338.77019076992
1827,116004.3990818859
1828,132542.49368990498
1829,117845.09071758015
1830,137620.95575635968
1831,163798.51855063927
1832,101307.57053783804
1833,141031.29907692637
1834,121316.56089736929
1835,195515.14343838574
1836,134487.32691671813
1837,99637.68388275418
1838,138980.53337072072
1839,89207.81171725174
1840,165446.76433493095
1841,149073.87371852642
1842,83326.8109708335
1843,140910.21515866183
1844,134328.9040225049
1845,129652.59697221823
1846,153748.49723850482
1847,148975.6271423007
1848,70324.33397499862
1849,113213.21696653229
1850,127799.59254488684
1851,149749.77171250255
1852,130883.57143039328
1853,130590.72952840824
1854,171917.07139531063
1855,138523.78114897842
1856,220351.93806006282
1857,140742.49812790044
1858,142199.43199275
1859,120390.93072641983
1860,142350.68880071415
1861,118303.72841034815
1862,298675.77798758
1863,288020.97609189537
1864,288020.97609189537
1865,318794.52688840794
1866,339062.3334072317
1867,231297.7401370379
1868,298811.7828217846
1869,187229.84093781345
1870,241986.21118050045
1871,254031.6752579974
1872,168148.73156283196
1873,234746.76197508696
1874,134149.57124756102
1875,202676.50582927433
1876,188539.52156534145
1877,208748.3460301187
1878,209127.73864499023
1879,140548.7427316539
1880,136562.68266658622
1881,237683.60798969623
1882,258357.30761029536
1883,205488.66761225174
1884,215185.02870851394
1885,260115.84146479823
1886,303766.4460888912
1887,206639.34908881257
1888,279333.50562485843
1889,166221.81209003605
1890,131680.8006424344
1891,141812.9960694795
1892,112966.71506955706
1893,134718.65690481514
1894,131467.74223797637
1895,144674.03734467857
1896,124253.10681769237
1897,115253.19526048061
1898,99717.28021944185
1899,127724.91415436045
1900,148632.06918706276
1901,143572.35454522277
1902,148730.13289569004
1903,222619.02642741107
1904,132629.5239434741
1905,170435.95253179397
1906,145751.68994765484
1907,169161.1148656259
1908,108857.73082319139
1909,143161.0849142684
1910,133305.9258198394
1911,180751.7451770331
1912,259896.42650442358
1913,141172.46247353335
1914,70045.04034199973
1915,281603.69473015156
1916,82032.46307501821
1917,252178.6600967106
1918,136661.6996449524
1919,167125.07188170377
1920,146143.66951311668
1921,405303.0142496338
1922,333759.3469191682
1923,190604.74549373664
1924,217096.35028503428
1925,222937.81196061807
1926,392813.52908442926
1927,144939.2124403322
1928,159889.27336544165
1929,121001.77829526627
1930,126191.8848131351
1931,133960.2646540941
1932,129494.51980185983
1933,164120.64408038903
1934,182125.68234930633
1935,176378.53767000383
1936,188722.54441984545
1937,184730.3573750489
1938,157235.8493838933
1939,264307.4867238578
1940,198590.53294429425
1941,174667.2638577551
1942,201599.35669272052
1943,199639.62267759757
1944,311143.8789304227
1945,375733.11758592306
1946,136686.5398247681
1947,304421.0810242002
1948,170907.00543351393
1949,236583.09207774117
1950,181434.09014402697
1951,257148.84007574947
1952,234380.61407137386
1953,166597.32706801407
1954,197131.11241952179
1955,132169.34116307792
1956,294691.8995471713
1957,151080.43911073467
1958,314596.5385520493
1959,138904.72696782273
1960,117719.86495132279
1961,117105.5423146695
1962,91891.3425572538
1963,97114.04210396524
1964,114516.38665180125
1965,153524.88606809115
1966,164408.1075931017
1967,297790.1303023716
1968,401874.23317508574
1969,387648.8333592251
1970,431980.70484408556
1971,425077.0619291237
1972,355168.1381255254
1973,261592.5565053333
1974,314916.1549543747
1975,483824.15102815034
1976,275204.6376169209
1977,386373.79449371365
1978,370473.1584332598
1979,320091.1091203109
1980,195823.6123473869
1981,346951.53046925564
1982,210498.59390767035
1983,204670.28121359038
1984,167285.29809062395
1985,212466.93526483586
1986,233357.27992107117
1987,178559.2724577339
1988,177375.4621076832
1989,197002.51733036415
1990,220900.88519939824
1991,209868.68123790022
1992,201083.48892455935
1993,173920.75704830885
1994,258079.8428960402
1995,190943.89897117432
1996,251814.83664450515
1997,301461.9675153228
1998,351042.5337770491
1999,260369.364966785
2000,312276.3592474435
2001,268376.71737239155
2002,235481.55811882392
2003,247711.75493021286
2004,257299.38927424914
2005,241807.34256807738
2006,221538.41695452572
2007,248345.92099797458
2008,198596.95467655107
2009,194166.79114269302
2010,198283.25912313478
2011,136583.54913408338
2012,180077.14898217306
2013,181318.4897315361
2014,190379.0517001942
2015,201351.51118281335
2016,191939.52075630802
2017,204184.07521259415
2018,120671.34623082307
2019,129462.29544009456
2020,122388.67657175793
2021,117482.59915653373
2022,175624.17664465815
2023,136730.80949490238
2024,207249.8938772909
2025,317114.0152939658
2026,186629.62838856966
2027,149460.06315138703
2028,161353.30144583728
2029,165624.6983430328
2030,267538.82435661246
2031,231179.2243746196
2032,265100.3479853519
2033,257038.70914168537
2034,162402.6101581671
2035,198213.86413583998
2036,203511.79850948177
2037,203023.30298227206
2038,277698.18205450854
2039,207295.4164527319
2040,372092.71998553356
2041,270247.61157516285
2042,200739.4897694303
2043,168474.29905285055
2044,174389.04987041856
2045,232167.0904812153
2046,134969.84719418953
2047,147041.63671664096
2048,133091.3516127226
2049,129704.63678280996
2050,183835.5976937013
2051,106747.29434290185
2052,137350.23849473198
2053,149051.25335124444
2054,64024.587386909676
2055,162282.9550843788
2056,138392.4350934442
2057,128916.5509763831
2058,216970.08754628382
2059,133840.11023063044
2060,166976.559696871
2061,173659.2390814017
2062,142405.08476805105
2063,111037.57029923343
2064,138878.95780893747
2065,138553.5749113526
2066,172802.59284871625
2067,127121.92072394052
2068,139964.60914338226
2069,92655.70354137073
2070,108315.00170209381
2071,95003.66264052843
2072,122365.18837297824
